,s,a,sp,r
1074,13,11,13,-3.0
1075,13,12,13,-3.0
1076,13,13,13,5.0
1077,13,14,13,-3.0
1078,3,1,1,5.0
1079,3,2,1,-2.0
1080,3,3,1,-3.0
1081,3,4,1,-3.0
1082,3,5,1,-3.0
1083,3,6,1,-5.0
1084,3,7,1,-2.0
1085,3,8,1,-3.0
1086,3,9,1,-2.0
1087,3,10,1,-3.0
1088,3,11,1,-3.0
1089,3,12,1,-2.0
1090,3,13,1,-3.0
1091,3,14,1,0.0
1092,5,1,11,-3.0
1093,5,2,11,-2.0
1094,5,3,11,-3.0
1095,5,4,11,-3.0
1096,5,5,11,-3.0
1097,5,6,11,-5.0
1098,5,7,11,-2.0
1099,5,8,11,-3.0
1100,5,9,11,-5.0
1101,5,10,11,-2.0
1102,5,11,11,4.0
1103,5,12,11,-3.0
1104,5,13,11,-3.0
1105,5,14,11,-3.0
1106,11,1,5,-3.0
1107,11,2,5,-2.0
1108,11,3,5,-3.0
1109,11,4,5,-3.0
1110,11,5,5,2.0
1111,11,6,5,-3.0
1112,11,7,5,-3.0
1113,11,8,5,-3.0
1114,11,9,5,-3.0
1115,11,10,5,-2.0
1116,11,11,5,-3.0
1117,11,12,5,-3.0
1118,11,13,5,-2.0
1119,11,14,5,-3.0
1120,5,1,7,-2.0
1121,5,2,7,-3.0
1122,5,3,7,-3.0
1123,5,4,7,-3.0
1124,5,5,7,-3.0
1125,5,6,7,-5.0
1126,5,7,7,3.0
1127,5,8,7,-3.0
1128,5,9,7,-2.0
1129,5,10,7,-3.0
1130,5,11,7,-2.0
1131,5,12,7,-3.0
1132,5,13,7,-3.0
1133,5,14,7,-2.0
1134,7,1,11,-3.0
1135,7,2,11,-2.0
1136,7,3,11,-3.0
1137,7,4,11,-3.0
1138,7,5,11,-3.0
1139,7,6,11,-5.0
1140,7,7,11,-2.0
1141,7,8,11,-3.0
1142,7,9,11,-5.0
1143,7,10,11,-2.0
1144,7,11,11,4.0
1145,7,12,11,-3.0
1146,7,13,11,-3.0
1147,7,14,11,-3.0
1148,11,1,4,-3.0
1149,11,2,4,-3.0
1150,11,3,4,-2.0
1151,11,4,4,3.0
1152,11,5,4,-3.0
1153,11,6,4,-2.0
1154,11,7,4,-3.0
1155,11,8,4,-3.0
1156,11,9,4,-5.0
1157,11,10,4,-2.0
1158,11,11,4,-3.0
1159,11,12,4,-4.0
1160,11,13,4,-2.0
1161,11,14,4,-3.0
1162,4,1,14,0.0
1163,4,2,14,-3.0
1164,4,3,14,-3.0
1165,4,4,14,-3.0
1166,4,5,14,-3.0
1167,4,6,14,-5.0
1168,4,7,14,-2.0
1169,4,8,14,-3.0
1170,4,9,14,-1.0
1171,4,10,14,-5.0
1172,4,11,14,-3.0
1173,4,12,14,-3.0
1174,4,13,14,-3.0
1175,4,14,14,2.0
1176,14,1,4,-3.0
1177,14,2,4,-3.0
1178,14,3,4,-2.0
1179,14,4,4,4.0
1180,14,5,4,-3.0
1181,14,6,4,-2.0
1182,14,7,4,-3.0
1183,14,8,4,-3.0
1184,14,9,4,-5.0
1185,14,10,4,-2.0
1186,14,11,4,-3.0
1187,14,12,4,-4.0
1188,14,13,4,-2.0
1189,14,14,4,-3.0
1190,4,1,8,-3.0
1191,4,2,8,-3.0
1192,4,3,8,-3.0
1193,4,4,8,-3.0
1194,4,5,8,-3.0
1195,4,6,8,-3.0
1196,4,7,8,-3.0
1197,4,8,8,2.0
1198,4,9,8,-3.0
1199,4,10,8,-3.0
1200,4,11,8,-3.0
1201,4,12,8,-3.0
1202,4,13,8,-3.0
1203,4,14,8,-3.0
1204,7,1,4,-3.0
1205,7,2,4,-3.0
1206,7,3,4,-2.0
1207,7,4,4,3.0
1208,7,5,4,-3.0
1209,7,6,4,-2.0
1210,7,7,4,-3.0
1211,7,8,4,-3.0
1212,7,9,4,-5.0
1213,7,10,4,-2.0
1214,7,11,4,-3.0
1215,7,12,4,-4.0
1216,7,13,4,-2.0
1217,7,14,4,-3.0
1218,14,1,11,-3.0
1219,14,2,11,-2.0
1220,14,3,11,-3.0
1221,14,4,11,-3.0
1222,14,5,11,-3.0
1223,14,6,11,-5.0
1224,14,7,11,-2.0
1225,14,8,11,-3.0
1226,14,9,11,-5.0
1227,14,10,11,-2.0
1228,14,11,11,4.0
1229,14,12,11,-3.0
1230,14,13,11,-3.0
1231,14,14,11,-3.0
1232,11,1,5,-3.0
1233,11,2,5,-2.0
1234,11,3,5,-3.0
1235,11,4,5,-3.0
1236,11,5,5,2.0
1237,11,6,5,-3.0
1238,11,7,5,-3.0
1239,11,8,5,-3.0
1240,11,9,5,-3.0
1241,11,10,5,-2.0
1242,11,11,5,-3.0
1243,11,12,5,-3.0
1244,11,13,5,-2.0
1245,11,14,5,-3.0
1246,5,1,7,-2.0
1247,5,2,7,-3.0
1248,5,3,7,-3.0
1249,5,4,7,-3.0
1250,5,5,7,-3.0
1251,5,6,7,-5.0
1252,5,7,7,5.0
1253,5,8,7,-3.0
1254,5,9,7,-2.0
1255,5,10,7,-3.0
1256,5,11,7,-2.0
1257,5,12,7,-3.0
1258,5,13,7,-3.0
1259,5,14,7,-2.0
1260,1,1,7,-2.0
1261,1,2,7,-3.0
1262,1,3,7,-3.0
1263,1,4,7,-3.0
1264,1,5,7,-3.0
1265,1,6,7,-5.0
1266,1,7,7,4.0
1267,1,8,7,-3.0
1268,1,9,7,-2.0
1269,1,10,7,-3.0
1270,1,11,7,-2.0
1271,1,12,7,-3.0
1272,1,13,7,-3.0
1273,1,14,7,-2.0
1274,7,1,1,3.0
1275,7,2,1,-2.0
1276,7,3,1,-3.0
1277,7,4,1,-3.0
1278,7,5,1,-3.0
1279,7,6,1,-5.0
1280,7,7,1,-2.0
1281,7,8,1,-3.0
1282,7,9,1,-2.0
1283,7,10,1,-3.0
1284,7,11,1,-3.0
1285,7,12,1,-2.0
1286,7,13,1,-3.0
1287,7,14,1,0.0
1288,3,1,3,-3.0
1289,3,2,3,0.0
1290,3,3,3,5.0
1291,3,4,3,-2.0
1292,3,5,3,-3.0
1293,3,6,3,-3.0
1294,3,7,3,-3.0
1295,3,8,3,-3.0
1296,3,9,3,-5.0
1297,3,10,3,-2.0
1298,3,11,3,-3.0
1299,3,12,3,-2.0
1300,3,13,3,-3.0
1301,3,14,3,-3.0
1302,8,1,3,-3.0
1303,8,2,3,0.0
1304,8,3,3,4.0
1305,8,4,3,-2.0
1306,8,5,3,-3.0
1307,8,6,3,-3.0
1308,8,7,3,-3.0
1309,8,8,3,-3.0
1310,8,9,3,-5.0
1311,8,10,3,-2.0
1312,8,11,3,-3.0
1313,8,12,3,-2.0
1314,8,13,3,-3.0
1315,8,14,3,-3.0
1316,5,1,5,-3.0
1317,5,2,5,-2.0
1318,5,3,5,-3.0
1319,5,4,5,-3.0
1320,5,5,5,3.0
1321,5,6,5,-3.0
1322,5,7,5,-3.0
1323,5,8,5,-3.0
1324,5,9,5,-3.0
1325,5,10,5,-2.0
1326,5,11,5,-3.0
1327,5,12,5,-3.0
1328,5,13,5,-2.0
1329,5,14,5,-3.0
1330,5,1,7,-2.0
1331,5,2,7,-3.0
1332,5,3,7,-3.0
1333,5,4,7,-3.0
1334,5,5,7,-3.0
1335,5,6,7,-5.0
1336,5,7,7,4.0
1337,5,8,7,-3.0
1338,5,9,7,-2.0
1339,5,10,7,-3.0
1340,5,11,7,-2.0
1341,5,12,7,-3.0
1342,5,13,7,-3.0
1343,5,14,7,-2.0
1344,1,1,11,-3.0
1345,1,2,11,-2.0
1346,1,3,11,-3.0
1347,1,4,11,-3.0
1348,1,5,11,-3.0
1349,1,6,11,-5.0
1350,1,7,11,-2.0
1351,1,8,11,-3.0
1352,1,9,11,-5.0
1353,1,10,11,-2.0
1354,1,11,11,4.0
1355,1,12,11,-3.0
1356,1,13,11,-3.0
1357,1,14,11,-3.0
1358,11,1,1,5.0
1359,11,2,1,-2.0
1360,11,3,1,-3.0
1361,11,4,1,-3.0
1362,11,5,1,-3.0
1363,11,6,1,-5.0
1364,11,7,1,-2.0
1365,11,8,1,-3.0
1366,11,9,1,-2.0
1367,11,10,1,-3.0
1368,11,11,1,-3.0
1369,11,12,1,-2.0
1370,11,13,1,-3.0
1371,11,14,1,0.0
1372,5,1,5,-3.0
1373,5,2,5,-2.0
1374,5,3,5,-3.0
1375,5,4,5,-3.0
1376,5,5,5,2.0
1377,5,6,5,-3.0
1378,5,7,5,-3.0
1379,5,8,5,-3.0
1380,5,9,5,-3.0
1381,5,10,5,-2.0
1382,5,11,5,-3.0
1383,5,12,5,-3.0
1384,5,13,5,-2.0
1385,5,14,5,-3.0
1386,5,1,14,0.0
1387,5,2,14,-3.0
1388,5,3,14,-3.0
1389,5,4,14,-3.0
1390,5,5,14,-3.0
1391,5,6,14,-5.0
1392,5,7,14,-2.0
1393,5,8,14,-3.0
1394,5,9,14,-1.0
1395,5,10,14,-5.0
1396,5,11,14,-3.0
1397,5,12,14,-3.0
1398,5,13,14,-3.0
1399,5,14,14,3.0
1400,14,1,11,-3.0
1401,14,2,11,-2.0
1402,14,3,11,-3.0
1403,14,4,11,-3.0
1404,14,5,11,-3.0
1405,14,6,11,-5.0
1406,14,7,11,-2.0
1407,14,8,11,-3.0
1408,14,9,11,-5.0
1409,14,10,11,-2.0
1410,14,11,11,4.0
1411,14,12,11,-3.0
1412,14,13,11,-3.0
1413,14,14,11,-3.0
1414,11,1,1,3.0
1415,11,2,1,-2.0
1416,11,3,1,-3.0
1417,11,4,1,-3.0
1418,11,5,1,-3.0
1419,11,6,1,-5.0
1420,11,7,1,-2.0
1421,11,8,1,-3.0
1422,11,9,1,-2.0
1423,11,10,1,-3.0
1424,11,11,1,-3.0
1425,11,12,1,-2.0
1426,11,13,1,-3.0
1427,11,14,1,0.0
1428,7,1,14,0.0
1429,7,2,14,-3.0
1430,7,3,14,-3.0
1431,7,4,14,-3.0
1432,7,5,14,-3.0
1433,7,6,14,-5.0
1434,7,7,14,-2.0
1435,7,8,14,-3.0
1436,7,9,14,-1.0
1437,7,10,14,-5.0
1438,7,11,14,-3.0
1439,7,12,14,-3.0
1440,7,13,14,-3.0
1441,7,14,14,4.0
1442,7,1,7,-2.0
1443,7,2,7,-3.0
1444,7,3,7,-3.0
1445,7,4,7,-3.0
1446,7,5,7,-3.0
1447,7,6,7,-5.0
1448,7,7,7,2.0
1449,7,8,7,-3.0
1450,7,9,7,-2.0
1451,7,10,7,-3.0
1452,7,11,7,-2.0
1453,7,12,7,-3.0
1454,7,13,7,-3.0
1455,7,14,7,-2.0
1456,7,1,3,-3.0
1457,7,2,3,0.0
1458,7,3,3,3.0
1459,7,4,3,-2.0
1460,7,5,3,-3.0
1461,7,6,3,-3.0
1462,7,7,3,-3.0
1463,7,8,3,-3.0
1464,7,9,3,-5.0
1465,7,10,3,-2.0
1466,7,11,3,-3.0
1467,7,12,3,-2.0
1468,7,13,3,-3.0
1469,7,14,3,-3.0
1470,7,1,7,-2.0
1471,7,2,7,-3.0
1472,7,3,7,-3.0
1473,7,4,7,-3.0
1474,7,5,7,-3.0
1475,7,6,7,-5.0
1476,7,7,7,5.0
1477,7,8,7,-3.0
1478,7,9,7,-2.0
1479,7,10,7,-3.0
1480,7,11,7,-2.0
1481,7,12,7,-3.0
1482,7,13,7,-3.0
1483,7,14,7,-2.0
1484,7,1,8,-3.0
1485,7,2,8,-3.0
1486,7,3,8,-3.0
1487,7,4,8,-3.0
1488,7,5,8,-3.0
1489,7,6,8,-3.0
1490,7,7,8,-3.0
1491,7,8,8,4.0
1492,7,9,8,-3.0
1493,7,10,8,-3.0
1494,7,11,8,-3.0
1495,7,12,8,-3.0
1496,7,13,8,-3.0
1497,7,14,8,-3.0
1498,12,1,14,0.0
1499,12,2,14,-3.0
1500,12,3,14,-3.0
1501,12,4,14,-3.0
1502,12,5,14,-3.0
1503,12,6,14,-5.0
1504,12,7,14,-2.0
1505,12,8,14,-3.0
1506,12,9,14,-1.0
1507,12,10,14,-5.0
1508,12,11,14,-3.0
1509,12,12,14,-3.0
1510,12,13,14,-3.0
1511,12,14,14,1.0
1512,14,1,3,-3.0
1513,14,2,3,0.0
1514,14,3,3,5.0
1515,14,4,3,-2.0
1516,14,5,3,-3.0
1517,14,6,3,-3.0
1518,14,7,3,-3.0
1519,14,8,3,-3.0
1520,14,9,3,-5.0
1521,14,10,3,-2.0
1522,14,11,3,-3.0
1523,14,12,3,-2.0
1524,14,13,3,-3.0
1525,14,14,3,-3.0
1526,7,1,3,-3.0
1527,7,2,3,0.0
1528,7,3,3,5.0
1529,7,4,3,-2.0
1530,7,5,3,-3.0
1531,7,6,3,-3.0
1532,7,7,3,-3.0
1533,7,8,3,-3.0
1534,7,9,3,-5.0
1535,7,10,3,-2.0
1536,7,11,3,-3.0
1537,7,12,3,-2.0
1538,7,13,3,-3.0
1539,7,14,3,-3.0
1540,3,1,5,-3.0
1541,3,2,5,-2.0
1542,3,3,5,-3.0
1543,3,4,5,-3.0
1544,3,5,5,5.0
1545,3,6,5,-3.0
1546,3,7,5,-3.0
1547,3,8,5,-3.0
1548,3,9,5,-3.0
1549,3,10,5,-2.0
1550,3,11,5,-3.0
1551,3,12,5,-3.0
1552,3,13,5,-2.0
1553,3,14,5,-3.0
1554,2,1,12,-2.0
1555,2,2,12,-1.0
1556,2,3,12,-2.0
1557,2,4,12,-4.0
1558,2,5,12,-3.0
1559,2,6,12,-5.0
1560,2,7,12,-3.0
1561,2,8,12,-3.0
1562,2,9,12,-3.0
1563,2,10,12,-3.0
1564,2,11,12,-3.0
1565,2,12,12,5.0
1566,2,13,12,-3.0
1567,2,14,12,-3.0
1568,5,1,5,-3.0
1569,5,2,5,-2.0
1570,5,3,5,-3.0
1571,5,4,5,-3.0
1572,5,5,5,2.0
1573,5,6,5,-3.0
1574,5,7,5,-3.0
1575,5,8,5,-3.0
1576,5,9,5,-3.0
1577,5,10,5,-2.0
1578,5,11,5,-3.0
1579,5,12,5,-3.0
1580,5,13,5,-2.0
1581,5,14,5,-3.0
1582,7,1,3,-3.0
1583,7,2,3,0.0
1584,7,3,3,2.0
1585,7,4,3,-2.0
1586,7,5,3,-3.0
1587,7,6,3,-3.0
1588,7,7,3,-3.0
1589,7,8,3,-3.0
1590,7,9,3,-5.0
1591,7,10,3,-2.0
1592,7,11,3,-3.0
1593,7,12,3,-2.0
1594,7,13,3,-3.0
1595,7,14,3,-3.0
1596,7,1,11,-3.0
1597,7,2,11,-2.0
1598,7,3,11,-3.0
1599,7,4,11,-3.0
1600,7,5,11,-3.0
1601,7,6,11,-5.0
1602,7,7,11,-2.0
1603,7,8,11,-3.0
1604,7,9,11,-5.0
1605,7,10,11,-2.0
1606,7,11,11,3.0
1607,7,12,11,-3.0
1608,7,13,11,-3.0
1609,7,14,11,-3.0
1610,1,1,11,-3.0
1611,1,2,11,-2.0
1612,1,3,11,-3.0
1613,1,4,11,-3.0
1614,1,5,11,-3.0
1615,1,6,11,-5.0
1616,1,7,11,-2.0
1617,1,8,11,-3.0
1618,1,9,11,-5.0
1619,1,10,11,-2.0
1620,1,11,11,3.0
1621,1,12,11,-3.0
1622,1,13,11,-3.0
1623,1,14,11,-3.0
1624,11,1,7,-2.0
1625,11,2,7,-3.0
1626,11,3,7,-3.0
1627,11,4,7,-3.0
1628,11,5,7,-3.0
1629,11,6,7,-5.0
1630,11,7,7,4.0
1631,11,8,7,-3.0
1632,11,9,7,-2.0
1633,11,10,7,-3.0
1634,11,11,7,-2.0
1635,11,12,7,-3.0
1636,11,13,7,-3.0
1637,11,14,7,-2.0
1638,7,1,7,-2.0
1639,7,2,7,-3.0
1640,7,3,7,-3.0
1641,7,4,7,-3.0
1642,7,5,7,-3.0
1643,7,6,7,-5.0
1644,7,7,7,3.0
1645,7,8,7,-3.0
1646,7,9,7,-2.0
1647,7,10,7,-3.0
1648,7,11,7,-2.0
1649,7,12,7,-3.0
1650,7,13,7,-3.0
1651,7,14,7,-2.0
1652,7,1,7,-2.0
1653,7,2,7,-3.0
1654,7,3,7,-3.0
1655,7,4,7,-3.0
1656,7,5,7,-3.0
1657,7,6,7,-5.0
1658,7,7,7,3.0
1659,7,8,7,-3.0
1660,7,9,7,-2.0
1661,7,10,7,-3.0
1662,7,11,7,-2.0
1663,7,12,7,-3.0
1664,7,13,7,-3.0
1665,7,14,7,-2.0
1666,3,1,1,5.0
1667,3,2,1,-2.0
1668,3,3,1,-3.0
1669,3,4,1,-3.0
1670,3,5,1,-3.0
1671,3,6,1,-5.0
1672,3,7,1,-2.0
1673,3,8,1,-3.0
1674,3,9,1,-2.0
1675,3,10,1,-3.0
1676,3,11,1,-3.0
1677,3,12,1,-2.0
1678,3,13,1,-3.0
1679,3,14,1,0.0
1680,1,1,7,-2.0
1681,1,2,7,-3.0
1682,1,3,7,-3.0
1683,1,4,7,-3.0
1684,1,5,7,-3.0
1685,1,6,7,-5.0
1686,1,7,7,5.0
1687,1,8,7,-3.0
1688,1,9,7,-2.0
1689,1,10,7,-3.0
1690,1,11,7,-2.0
1691,1,12,7,-3.0
1692,1,13,7,-3.0
1693,1,14,7,-2.0
1694,13,1,6,-5.0
1695,13,2,6,-5.0
1696,13,3,6,-3.0
1697,13,4,6,-2.0
1698,13,5,6,-3.0
1699,13,6,6,5.0
1700,13,7,6,-5.0
1701,13,8,6,-3.0
1702,13,9,6,-5.0
1703,13,10,6,-5.0
1704,13,11,6,-5.0
1705,13,12,6,-5.0
1706,13,13,6,-3.0
1707,13,14,6,-5.0
1708,1,1,5,-3.0
1709,1,2,5,-2.0
1710,1,3,5,-3.0
1711,1,4,5,-3.0
1712,1,5,5,4.0
1713,1,6,5,-3.0
1714,1,7,5,-3.0
1715,1,8,5,-3.0
1716,1,9,5,-3.0
1717,1,10,5,-2.0
1718,1,11,5,-3.0
1719,1,12,5,-3.0
1720,1,13,5,-2.0
1721,1,14,5,-3.0
1722,5,1,9,-2.0
1723,5,2,9,-5.0
1724,5,3,9,-5.0
1725,5,4,9,-5.0
1726,5,5,9,-3.0
1727,5,6,9,-5.0
1728,5,7,9,-2.0
1729,5,8,9,-3.0
1730,5,9,9,1.0
1731,5,10,9,-5.0
1732,5,11,9,-5.0
1733,5,12,9,-3.0
1734,5,13,9,-3.0
1735,5,14,9,-1.0
1736,9,1,12,-2.0
1737,9,2,12,-1.0
1738,9,3,12,-2.0
1739,9,4,12,-4.0
1740,9,5,12,-3.0
1741,9,6,12,-5.0
1742,9,7,12,-3.0
1743,9,8,12,-3.0
1744,9,9,12,-3.0
1745,9,10,12,-3.0
1746,9,11,12,-3.0
1747,9,12,12,4.0
1748,9,13,12,-3.0
1749,9,14,12,-3.0
1750,2,1,2,-2.0
1751,2,2,2,1.0
1752,2,3,2,0.0
1753,2,4,2,-3.0
1754,2,5,2,-2.0
1755,2,6,2,-5.0
1756,2,7,2,-3.0
1757,2,8,2,-3.0
1758,2,9,2,-5.0
1759,2,10,2,-1.0
1760,2,11,2,-2.0
1761,2,12,2,-1.0
1762,2,13,2,-1.0
1763,2,14,2,-3.0
1764,5,1,7,-2.0
1765,5,2,7,-3.0
1766,5,3,7,-3.0
1767,5,4,7,-3.0
1768,5,5,7,-3.0
1769,5,6,7,-5.0
1770,5,7,7,2.0
1771,5,8,7,-3.0
1772,5,9,7,-2.0
1773,5,10,7,-3.0
1774,5,11,7,-2.0
1775,5,12,7,-3.0
1776,5,13,7,-3.0
1777,5,14,7,-2.0
1778,7,1,5,-3.0
1779,7,2,5,-2.0
1780,7,3,5,-3.0
1781,7,4,5,-3.0
1782,7,5,5,3.0
1783,7,6,5,-3.0
1784,7,7,5,-3.0
1785,7,8,5,-3.0
1786,7,9,5,-3.0
1787,7,10,5,-2.0
1788,7,11,5,-3.0
1789,7,12,5,-3.0
1790,7,13,5,-2.0
1791,7,14,5,-3.0
1792,5,1,1,3.0
1793,5,2,1,-2.0
1794,5,3,1,-3.0
1795,5,4,1,-3.0
1796,5,5,1,-3.0
1797,5,6,1,-5.0
1798,5,7,1,-2.0
1799,5,8,1,-3.0
1800,5,9,1,-2.0
1801,5,10,1,-3.0
1802,5,11,1,-3.0
1803,5,12,1,-2.0
1804,5,13,1,-3.0
1805,5,14,1,0.0
1806,1,1,9,-2.0
1807,1,2,9,-5.0
1808,1,3,9,-5.0
1809,1,4,9,-5.0
1810,1,5,9,-3.0
1811,1,6,9,-5.0
1812,1,7,9,-2.0
1813,1,8,9,-3.0
1814,1,9,9,3.0
1815,1,10,9,-5.0
1816,1,11,9,-5.0
1817,1,12,9,-3.0
1818,1,13,9,-3.0
1819,1,14,9,-1.0
1820,9,1,7,-2.0
1821,9,2,7,-3.0
1822,9,3,7,-3.0
1823,9,4,7,-3.0
1824,9,5,7,-3.0
1825,9,6,7,-5.0
1826,9,7,7,4.0
1827,9,8,7,-3.0
1828,9,9,7,-2.0
1829,9,10,7,-3.0
1830,9,11,7,-2.0
1831,9,12,7,-3.0
1832,9,13,7,-3.0
1833,9,14,7,-2.0
1834,7,1,4,-3.0
1835,7,2,4,-3.0
1836,7,3,4,-2.0
1837,7,4,4,5.0
1838,7,5,4,-3.0
1839,7,6,4,-2.0
1840,7,7,4,-3.0
1841,7,8,4,-3.0
1842,7,9,4,-5.0
1843,7,10,4,-2.0
1844,7,11,4,-3.0
1845,7,12,4,-4.0
1846,7,13,4,-2.0
1847,7,14,4,-3.0
1848,4,1,14,0.0
1849,4,2,14,-3.0
1850,4,3,14,-3.0
1851,4,4,14,-3.0
1852,4,5,14,-3.0
1853,4,6,14,-5.0
1854,4,7,14,-2.0
1855,4,8,14,-3.0
1856,4,9,14,-1.0
1857,4,10,14,-5.0
1858,4,11,14,-3.0
1859,4,12,14,-3.0
1860,4,13,14,-3.0
1861,4,14,14,4.0
1862,14,1,8,-3.0
1863,14,2,8,-3.0
1864,14,3,8,-3.0
1865,14,4,8,-3.0
1866,14,5,8,-3.0
1867,14,6,8,-3.0
1868,14,7,8,-3.0
1869,14,8,8,4.0
1870,14,9,8,-3.0
1871,14,10,8,-3.0
1872,14,11,8,-3.0
1873,14,12,8,-3.0
1874,14,13,8,-3.0
1875,14,14,8,-3.0
1876,8,1,8,-3.0
1877,8,2,8,-3.0
1878,8,3,8,-3.0
1879,8,4,8,-3.0
1880,8,5,8,-3.0
1881,8,6,8,-3.0
1882,8,7,8,-3.0
1883,8,8,8,4.0
1884,8,9,8,-3.0
1885,8,10,8,-3.0
1886,8,11,8,-3.0
1887,8,12,8,-3.0
1888,8,13,8,-3.0
1889,8,14,8,-3.0
1890,8,1,5,-3.0
1891,8,2,5,-2.0
1892,8,3,5,-3.0
1893,8,4,5,-3.0
1894,8,5,5,4.0
1895,8,6,5,-3.0
1896,8,7,5,-3.0
1897,8,8,5,-3.0
1898,8,9,5,-3.0
1899,8,10,5,-2.0
1900,8,11,5,-3.0
1901,8,12,5,-3.0
1902,8,13,5,-2.0
1903,8,14,5,-3.0
1904,1,1,3,-3.0
1905,1,2,3,0.0
1906,1,3,3,4.0
1907,1,4,3,-2.0
1908,1,5,3,-3.0
1909,1,6,3,-3.0
1910,1,7,3,-3.0
1911,1,8,3,-3.0
1912,1,9,3,-5.0
1913,1,10,3,-2.0
1914,1,11,3,-3.0
1915,1,12,3,-2.0
1916,1,13,3,-3.0
1917,1,14,3,-3.0
1918,6,1,6,-5.0
1919,6,2,6,-5.0
1920,6,3,6,-3.0
1921,6,4,6,-2.0
1922,6,5,6,-3.0
1923,6,6,6,4.0
1924,6,7,6,-5.0
1925,6,8,6,-3.0
1926,6,9,6,-5.0
1927,6,10,6,-5.0
1928,6,11,6,-5.0
1929,6,12,6,-5.0
1930,6,13,6,-3.0
1931,6,14,6,-5.0
1932,5,1,7,-2.0
1933,5,2,7,-3.0
1934,5,3,7,-3.0
1935,5,4,7,-3.0
1936,5,5,7,-3.0
1937,5,6,7,-5.0
1938,5,7,7,4.0
1939,5,8,7,-3.0
1940,5,9,7,-2.0
1941,5,10,7,-3.0
1942,5,11,7,-2.0
1943,5,12,7,-3.0
1944,5,13,7,-3.0
1945,5,14,7,-2.0
1946,7,1,7,-2.0
1947,7,2,7,-3.0
1948,7,3,7,-3.0
1949,7,4,7,-3.0
1950,7,5,7,-3.0
1951,7,6,7,-5.0
1952,7,7,7,3.0
1953,7,8,7,-3.0
1954,7,9,7,-2.0
1955,7,10,7,-3.0
1956,7,11,7,-2.0
1957,7,12,7,-3.0
1958,7,13,7,-3.0
1959,7,14,7,-2.0
1960,5,1,5,-3.0
1961,5,2,5,-2.0
1962,5,3,5,-3.0
1963,5,4,5,-3.0
1964,5,5,5,2.0
1965,5,6,5,-3.0
1966,5,7,5,-3.0
1967,5,8,5,-3.0
1968,5,9,5,-3.0
1969,5,10,5,-2.0
1970,5,11,5,-3.0
1971,5,12,5,-3.0
1972,5,13,5,-2.0
1973,5,14,5,-3.0
1974,5,1,5,-3.0
1975,5,2,5,-2.0
1976,5,3,5,-3.0
1977,5,4,5,-3.0
1978,5,5,5,5.0
1979,5,6,5,-3.0
1980,5,7,5,-3.0
1981,5,8,5,-3.0
1982,5,9,5,-3.0
1983,5,10,5,-2.0
1984,5,11,5,-3.0
1985,5,12,5,-3.0
1986,5,13,5,-2.0
1987,5,14,5,-3.0
1988,5,1,13,-3.0
1989,5,2,13,-1.0
1990,5,3,13,-3.0
1991,5,4,13,-2.0
1992,5,5,13,-2.0
1993,5,6,13,-3.0
1994,5,7,13,-3.0
1995,5,8,13,-3.0
1996,5,9,13,-3.0
1997,5,10,13,-3.0
1998,5,11,13,-3.0
1999,5,12,13,-3.0
2000,5,13,13,5.0
2001,5,14,13,-3.0
2002,7,1,11,-3.0
2003,7,2,11,-2.0
2004,7,3,11,-3.0
2005,7,4,11,-3.0
2006,7,5,11,-3.0
2007,7,6,11,-5.0
2008,7,7,11,-2.0
2009,7,8,11,-3.0
2010,7,9,11,-5.0
2011,7,10,11,-2.0
2012,7,11,11,3.0
2013,7,12,11,-3.0
2014,7,13,11,-3.0
2015,7,14,11,-3.0
2016,11,1,7,-2.0
2017,11,2,7,-3.0
2018,11,3,7,-3.0
2019,11,4,7,-3.0
2020,11,5,7,-3.0
2021,11,6,7,-5.0
2022,11,7,7,5.0
2023,11,8,7,-3.0
2024,11,9,7,-2.0
2025,11,10,7,-3.0
2026,11,11,7,-2.0
2027,11,12,7,-3.0
2028,11,13,7,-3.0
2029,11,14,7,-2.0
2030,7,1,1,3.0
2031,7,2,1,-2.0
2032,7,3,1,-3.0
2033,7,4,1,-3.0
2034,7,5,1,-3.0
2035,7,6,1,-5.0
2036,7,7,1,-2.0
2037,7,8,1,-3.0
2038,7,9,1,-2.0
2039,7,10,1,-3.0
2040,7,11,1,-3.0
2041,7,12,1,-2.0
2042,7,13,1,-3.0
2043,7,14,1,0.0
2044,5,1,5,-3.0
2045,5,2,5,-2.0
2046,5,3,5,-3.0
2047,5,4,5,-3.0
2048,5,5,5,5.0
2049,5,6,5,-3.0
2050,5,7,5,-3.0
2051,5,8,5,-3.0
2052,5,9,5,-3.0
2053,5,10,5,-2.0
2054,5,11,5,-3.0
2055,5,12,5,-3.0
2056,5,13,5,-2.0
2057,5,14,5,-3.0
2058,5,1,5,-3.0
2059,5,2,5,-2.0
2060,5,3,5,-3.0
2061,5,4,5,-3.0
2062,5,5,5,5.0
2063,5,6,5,-3.0
2064,5,7,5,-3.0
2065,5,8,5,-3.0
2066,5,9,5,-3.0
2067,5,10,5,-2.0
2068,5,11,5,-3.0
2069,5,12,5,-3.0
2070,5,13,5,-2.0
2071,5,14,5,-3.0
2072,5,1,11,-3.0
2073,5,2,11,-2.0
2074,5,3,11,-3.0
2075,5,4,11,-3.0
2076,5,5,11,-3.0
2077,5,6,11,-5.0
2078,5,7,11,-2.0
